start_time,end_time,start_time_iso,end_time_iso,amount_value,amount_currency,line_item,project_id,organization_id,organization_name
1741046400,1741132800,2025-03-04T00:00:00+00:00,2025-03-05T00:00:00+00:00,0.4414615499999999,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741132800,1741219200,2025-03-05T00:00:00+00:00,2025-03-06T00:00:00+00:00,0.0266648,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741219200,1741305600,2025-03-06T00:00:00+00:00,2025-03-07T00:00:00+00:00,0.23265945000000002,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741305600,1741392000,2025-03-07T00:00:00+00:00,2025-03-08T00:00:00+00:00,0.11656525000000001,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741392000,1741478400,2025-03-08T00:00:00+00:00,2025-03-09T00:00:00+00:00,,,,,,
1741478400,1741564800,2025-03-09T00:00:00+00:00,2025-03-10T00:00:00+00:00,,,,,,
1741564800,1741651200,2025-03-10T00:00:00+00:00,2025-03-11T00:00:00+00:00,0.0417525,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741651200,1741737600,2025-03-11T00:00:00+00:00,2025-03-12T00:00:00+00:00,0.22875775,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741737600,1741824000,2025-03-12T00:00:00+00:00,2025-03-13T00:00:00+00:00,0.070295,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741824000,1741910400,2025-03-13T00:00:00+00:00,2025-03-14T00:00:00+00:00,0.12285960000000001,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741910400,1741996800,2025-03-14T00:00:00+00:00,2025-03-15T00:00:00+00:00,0.2455876,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1741996800,1742083200,2025-03-15T00:00:00+00:00,2025-03-16T00:00:00+00:00,,,,,,
1742083200,1742169600,2025-03-16T00:00:00+00:00,2025-03-17T00:00:00+00:00,,,,,,
1742169600,1742256000,2025-03-17T00:00:00+00:00,2025-03-18T00:00:00+00:00,0.0284551,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742256000,1742342400,2025-03-18T00:00:00+00:00,2025-03-19T00:00:00+00:00,0.22101715000000002,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742342400,1742428800,2025-03-19T00:00:00+00:00,2025-03-20T00:00:00+00:00,0.011129299999999998,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742428800,1742515200,2025-03-20T00:00:00+00:00,2025-03-21T00:00:00+00:00,0.08627175,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742515200,1742601600,2025-03-21T00:00:00+00:00,2025-03-22T00:00:00+00:00,0.0611709,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742601600,1742688000,2025-03-22T00:00:00+00:00,2025-03-23T00:00:00+00:00,,,,,,
1742688000,1742774400,2025-03-23T00:00:00+00:00,2025-03-24T00:00:00+00:00,,,,,,
1742774400,1742860800,2025-03-24T00:00:00+00:00,2025-03-25T00:00:00+00:00,0.19710435,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742860800,1742947200,2025-03-25T00:00:00+00:00,2025-03-26T00:00:00+00:00,0.34107930000000003,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1742947200,1743033600,2025-03-26T00:00:00+00:00,2025-03-27T00:00:00+00:00,0.28350095,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1743033600,1743120000,2025-03-27T00:00:00+00:00,2025-03-28T00:00:00+00:00,0.14811005000000002,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1743120000,1743206400,2025-03-28T00:00:00+00:00,2025-03-29T00:00:00+00:00,0.045841200000000006,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1743206400,1743292800,2025-03-29T00:00:00+00:00,2025-03-30T00:00:00+00:00,,,,,,
1743292800,1743379200,2025-03-30T00:00:00+00:00,2025-03-31T00:00:00+00:00,,,,,,
1743379200,1743465600,2025-03-31T00:00:00+00:00,2025-04-01T00:00:00+00:00,0.00720485,usd,,,org-fAPezn4awKhGvfQWsFfmrUPG,NJT
1743465600,1743552000,2025-04-01T00:00:00+00:00,2025-04-02T00:00:00+00:00,,,,,,
1743552000,1743638400,2025-04-02T00:00:00+00:00,2025-04-03T00:00:00+00:00,,,,,,
1743638400,1743724800,2025-04-03T00:00:00+00:00,2025-04-04T00:00:00+00:00,,,,,,
